H,N,C,O,P,S,Si,Ti,H+N,C+O,S+P,Si+Ti,H/N,C/O,S/P,Si/Ti,comp_number
0.09998,1.00E-05,0.2,0.4,9.90E-08,9.90E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1.00E-04,0.5,100,10,5935
0.09998,1.00E-05,0.2,0.4,9.90E-08,9.90E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1.00E-04,0.5,100,100,5936
0.09998,1.00E-05,0.247059,0.352941,9.99E-06,9.99E-09,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1.00E-04,0.7,0.001,10,5937
0.09998,1.00E-05,0.247059,0.352941,9.99E-06,9.99E-09,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1.00E-04,0.7,0.001,100,5938
0.09998,1.00E-05,0.247059,0.352941,5.00E-06,5.00E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1.00E-04,0.7,1,10,5939
0.09998,1.00E-05,0.247059,0.352941,5.00E-06,5.00E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1.00E-04,0.7,1,100,5940
0.09998,1.00E-05,0.247059,0.352941,9.09E-07,9.09E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1.00E-04,0.7,10,10,5941
0.09998,1.00E-05,0.247059,0.352941,9.09E-07,9.09E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1.00E-04,0.7,10,100,5942
0.09998,1.00E-05,0.247059,0.352941,9.90E-08,9.90E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1.00E-04,0.7,100,10,5943
0.09998,1.00E-05,0.247059,0.352941,9.90E-08,9.90E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1.00E-04,0.7,100,100,5944
0.09998,1.00E-05,0.3,0.3,9.99E-06,9.99E-09,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1.00E-04,1,0.001,10,5945
0.09998,1.00E-05,0.3,0.3,9.99E-06,9.99E-09,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1.00E-04,1,0.001,100,5946
0.09998,1.00E-05,0.3,0.3,5.00E-06,5.00E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1.00E-04,1,1,10,5947
0.09998,1.00E-05,0.3,0.3,5.00E-06,5.00E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1.00E-04,1,1,100,5948
0.09998,1.00E-05,0.3,0.3,9.09E-07,9.09E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1.00E-04,1,10,10,5949
0.09998,1.00E-05,0.3,0.3,9.09E-07,9.09E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1.00E-04,1,10,100,5950
0.09998,1.00E-05,0.3,0.3,9.90E-08,9.90E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1.00E-04,1,100,10,5951
0.09998,1.00E-05,0.3,0.3,9.90E-08,9.90E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1.00E-04,1,100,100,5952
0.09998,1.00E-05,0.5,0.1,9.99E-06,9.99E-09,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1.00E-04,5,0.001,10,5953
0.09998,1.00E-05,0.5,0.1,9.99E-06,9.99E-09,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1.00E-04,5,0.001,100,5954
0.09998,1.00E-05,0.5,0.1,5.00E-06,5.00E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1.00E-04,5,1,10,5955
0.09998,1.00E-05,0.5,0.1,5.00E-06,5.00E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1.00E-04,5,1,100,5956
0.09998,1.00E-05,0.5,0.1,9.09E-07,9.09E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1.00E-04,5,10,10,5957
0.09998,1.00E-05,0.5,0.1,9.09E-07,9.09E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1.00E-04,5,10,100,5958
0.09998,1.00E-05,0.5,0.1,9.90E-08,9.90E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1.00E-04,5,100,10,5959
0.09998,1.00E-05,0.5,0.1,9.90E-08,9.90E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1.00E-04,5,100,100,5960
0.09998,1.00E-05,0.545455,0.054545,9.99E-06,9.99E-09,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1.00E-04,10,0.001,10,5961
0.09998,1.00E-05,0.545455,0.054545,9.99E-06,9.99E-09,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1.00E-04,10,0.001,100,5962
0.09998,1.00E-05,0.545455,0.054545,5.00E-06,5.00E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1.00E-04,10,1,10,5963
0.09998,1.00E-05,0.545455,0.054545,5.00E-06,5.00E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1.00E-04,10,1,100,5964
0.09998,1.00E-05,0.545455,0.054545,9.09E-07,9.09E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1.00E-04,10,10,10,5965
0.09998,1.00E-05,0.545455,0.054545,9.09E-07,9.09E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1.00E-04,10,10,100,5966
0.09998,1.00E-05,0.545455,0.054545,9.90E-08,9.90E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1.00E-04,10,100,10,5967
0.09998,1.00E-05,0.545455,0.054545,9.90E-08,9.90E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1.00E-04,10,100,100,5968
0.099,0.00099,0.000599,0.599401,9.99E-06,9.99E-09,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,0.01,0.001,0.001,10,5969
0.099,0.00099,0.000599,0.599401,9.99E-06,9.99E-09,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,0.01,0.001,0.001,100,5970
0.099,0.00099,0.000599,0.599401,5.00E-06,5.00E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,0.01,0.001,1,10,5971
0.099,0.00099,0.000599,0.599401,5.00E-06,5.00E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,0.01,0.001,1,100,5972
0.099,0.00099,0.000599,0.599401,9.09E-07,9.09E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,0.01,0.001,10,10,5973
0.099,0.00099,0.000599,0.599401,9.09E-07,9.09E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,0.01,0.001,10,100,5974
0.099,0.00099,0.000599,0.599401,9.90E-08,9.90E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,0.01,0.001,100,10,5975
0.099,0.00099,0.000599,0.599401,9.90E-08,9.90E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,0.01,0.001,100,100,5976
0.099,0.00099,0.054545,0.545455,9.99E-06,9.99E-09,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,0.01,0.1,0.001,10,5977
0.099,0.00099,0.054545,0.545455,9.99E-06,9.99E-09,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,0.01,0.1,0.001,100,5978
0.099,0.00099,0.054545,0.545455,5.00E-06,5.00E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,0.01,0.1,1,10,5979
0.099,0.00099,0.054545,0.545455,5.00E-06,5.00E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,0.01,0.1,1,100,5980
0.099,0.00099,0.054545,0.545455,9.09E-07,9.09E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,0.01,0.1,10,10,5981
0.099,0.00099,0.054545,0.545455,9.09E-07,9.09E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,0.01,0.1,10,100,5982
0.099,0.00099,0.054545,0.545455,9.90E-08,9.90E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,0.01,0.1,100,10,5983
0.099,0.00099,0.054545,0.545455,9.90E-08,9.90E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,0.01,0.1,100,100,5984
0.099,0.00099,0.138462,0.461538,9.99E-06,9.99E-09,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,0.01,0.3,0.001,10,5985
0.099,0.00099,0.138462,0.461538,9.99E-06,9.99E-09,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,0.01,0.3,0.001,100,5986
0.099,0.00099,0.138462,0.461538,5.00E-06,5.00E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,0.01,0.3,1,10,5987
0.099,0.00099,0.138462,0.461538,5.00E-06,5.00E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,0.01,0.3,1,100,5988
0.099,0.00099,0.138462,0.461538,9.09E-07,9.09E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,0.01,0.3,10,10,5989
0.099,0.00099,0.138462,0.461538,9.09E-07,9.09E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,0.01,0.3,10,100,5990
0.099,0.00099,0.138462,0.461538,9.90E-08,9.90E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,0.01,0.3,100,10,5991
0.099,0.00099,0.138462,0.461538,9.90E-08,9.90E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,0.01,0.3,100,100,5992
0.099,0.00099,0.2,0.4,9.99E-06,9.99E-09,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,0.01,0.5,0.001,10,5993
0.099,0.00099,0.2,0.4,9.99E-06,9.99E-09,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,0.01,0.5,0.001,100,5994
0.099,0.00099,0.2,0.4,5.00E-06,5.00E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,0.01,0.5,1,10,5995
0.099,0.00099,0.2,0.4,5.00E-06,5.00E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,0.01,0.5,1,100,5996
0.099,0.00099,0.2,0.4,9.09E-07,9.09E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,0.01,0.5,10,10,5997
0.099,0.00099,0.2,0.4,9.09E-07,9.09E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,0.01,0.5,10,100,5998
0.099,0.00099,0.2,0.4,9.90E-08,9.90E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,0.01,0.5,100,10,5999
0.099,0.00099,0.2,0.4,9.90E-08,9.90E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,0.01,0.5,100,100,6000
0.099,0.00099,0.247059,0.352941,9.99E-06,9.99E-09,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,0.01,0.7,0.001,10,6001
0.099,0.00099,0.247059,0.352941,9.99E-06,9.99E-09,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,0.01,0.7,0.001,100,6002
0.099,0.00099,0.247059,0.352941,5.00E-06,5.00E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,0.01,0.7,1,10,6003
0.099,0.00099,0.247059,0.352941,5.00E-06,5.00E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,0.01,0.7,1,100,6004
0.099,0.00099,0.247059,0.352941,9.09E-07,9.09E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,0.01,0.7,10,10,6005
0.099,0.00099,0.247059,0.352941,9.09E-07,9.09E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,0.01,0.7,10,100,6006
0.099,0.00099,0.247059,0.352941,9.90E-08,9.90E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,0.01,0.7,100,10,6007
0.099,0.00099,0.247059,0.352941,9.90E-08,9.90E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,0.01,0.7,100,100,6008
0.099,0.00099,0.3,0.3,9.99E-06,9.99E-09,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,0.01,1,0.001,10,6009
0.099,0.00099,0.3,0.3,9.99E-06,9.99E-09,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,0.01,1,0.001,100,6010
0.099,0.00099,0.3,0.3,5.00E-06,5.00E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,0.01,1,1,10,6011
0.099,0.00099,0.3,0.3,5.00E-06,5.00E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,0.01,1,1,100,6012
0.099,0.00099,0.3,0.3,9.09E-07,9.09E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,0.01,1,10,10,6013
0.099,0.00099,0.3,0.3,9.09E-07,9.09E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,0.01,1,10,100,6014
0.099,0.00099,0.3,0.3,9.90E-08,9.90E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,0.01,1,100,10,6015
0.099,0.00099,0.3,0.3,9.90E-08,9.90E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,0.01,1,100,100,6016
0.099,0.00099,0.5,0.1,9.99E-06,9.99E-09,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,0.01,5,0.001,10,6017
0.099,0.00099,0.5,0.1,9.99E-06,9.99E-09,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,0.01,5,0.001,100,6018
0.099,0.00099,0.5,0.1,5.00E-06,5.00E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,0.01,5,1,10,6019
0.099,0.00099,0.5,0.1,5.00E-06,5.00E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,0.01,5,1,100,6020
0.099,0.00099,0.5,0.1,9.09E-07,9.09E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,0.01,5,10,10,6021
0.099,0.00099,0.5,0.1,9.09E-07,9.09E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,0.01,5,10,100,6022
0.099,0.00099,0.5,0.1,9.90E-08,9.90E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,0.01,5,100,10,6023
0.099,0.00099,0.5,0.1,9.90E-08,9.90E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,0.01,5,100,100,6024
0.099,0.00099,0.545455,0.054545,9.99E-06,9.99E-09,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,0.01,10,0.001,10,6025
0.099,0.00099,0.545455,0.054545,9.99E-06,9.99E-09,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,0.01,10,0.001,100,6026
0.099,0.00099,0.545455,0.054545,5.00E-06,5.00E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,0.01,10,1,10,6027
0.099,0.00099,0.545455,0.054545,5.00E-06,5.00E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,0.01,10,1,100,6028
0.099,0.00099,0.545455,0.054545,9.09E-07,9.09E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,0.01,10,10,10,6029
0.099,0.00099,0.545455,0.054545,9.09E-07,9.09E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,0.01,10,10,100,6030
0.099,0.00099,0.545455,0.054545,9.90E-08,9.90E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,0.01,10,100,10,6031
0.099,0.00099,0.545455,0.054545,9.90E-08,9.90E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,0.01,10,100,100,6032
0.049995,0.049995,0.000599,0.599401,9.99E-06,9.99E-09,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1,0.001,0.001,10,6033
0.049995,0.049995,0.000599,0.599401,9.99E-06,9.99E-09,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1,0.001,0.001,100,6034
0.049995,0.049995,0.000599,0.599401,5.00E-06,5.00E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1,0.001,1,10,6035
0.049995,0.049995,0.000599,0.599401,5.00E-06,5.00E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1,0.001,1,100,6036
0.049995,0.049995,0.000599,0.599401,9.09E-07,9.09E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1,0.001,10,10,6037
0.049995,0.049995,0.000599,0.599401,9.09E-07,9.09E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1,0.001,10,100,6038
0.049995,0.049995,0.000599,0.599401,9.90E-08,9.90E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1,0.001,100,10,6039
0.049995,0.049995,0.000599,0.599401,9.90E-08,9.90E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1,0.001,100,100,6040
0.049995,0.049995,0.054545,0.545455,9.99E-06,9.99E-09,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1,0.1,0.001,10,6041
0.049995,0.049995,0.054545,0.545455,9.99E-06,9.99E-09,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1,0.1,0.001,100,6042
0.049995,0.049995,0.054545,0.545455,5.00E-06,5.00E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1,0.1,1,10,6043
0.049995,0.049995,0.054545,0.545455,5.00E-06,5.00E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1,0.1,1,100,6044
0.049995,0.049995,0.054545,0.545455,9.09E-07,9.09E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1,0.1,10,10,6045
0.049995,0.049995,0.054545,0.545455,9.09E-07,9.09E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1,0.1,10,100,6046
0.049995,0.049995,0.054545,0.545455,9.90E-08,9.90E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1,0.1,100,10,6047
0.049995,0.049995,0.054545,0.545455,9.90E-08,9.90E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1,0.1,100,100,6048
0.049995,0.049995,0.138462,0.461538,9.99E-06,9.99E-09,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1,0.3,0.001,10,6049
0.049995,0.049995,0.138462,0.461538,9.99E-06,9.99E-09,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1,0.3,0.001,100,6050
0.049995,0.049995,0.138462,0.461538,5.00E-06,5.00E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1,0.3,1,10,6051
0.049995,0.049995,0.138462,0.461538,5.00E-06,5.00E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1,0.3,1,100,6052
0.049995,0.049995,0.138462,0.461538,9.09E-07,9.09E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1,0.3,10,10,6053
0.049995,0.049995,0.138462,0.461538,9.09E-07,9.09E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1,0.3,10,100,6054
0.049995,0.049995,0.138462,0.461538,9.90E-08,9.90E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1,0.3,100,10,6055
0.049995,0.049995,0.138462,0.461538,9.90E-08,9.90E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1,0.3,100,100,6056
0.049995,0.049995,0.2,0.4,9.99E-06,9.99E-09,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1,0.5,0.001,10,6057
0.049995,0.049995,0.2,0.4,9.99E-06,9.99E-09,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1,0.5,0.001,100,6058
0.049995,0.049995,0.2,0.4,5.00E-06,5.00E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1,0.5,1,10,6059
0.049995,0.049995,0.2,0.4,5.00E-06,5.00E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1,0.5,1,100,6060
0.049995,0.049995,0.2,0.4,9.09E-07,9.09E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1,0.5,10,10,6061
0.049995,0.049995,0.2,0.4,9.09E-07,9.09E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1,0.5,10,100,6062
0.049995,0.049995,0.2,0.4,9.90E-08,9.90E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1,0.5,100,10,6063
0.049995,0.049995,0.2,0.4,9.90E-08,9.90E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1,0.5,100,100,6064
0.049995,0.049995,0.247059,0.352941,9.99E-06,9.99E-09,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1,0.7,0.001,10,6065
0.049995,0.049995,0.247059,0.352941,9.99E-06,9.99E-09,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1,0.7,0.001,100,6066
0.049995,0.049995,0.247059,0.352941,5.00E-06,5.00E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1,0.7,1,10,6067
0.049995,0.049995,0.247059,0.352941,5.00E-06,5.00E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1,0.7,1,100,6068
0.049995,0.049995,0.247059,0.352941,9.09E-07,9.09E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1,0.7,10,10,6069
0.049995,0.049995,0.247059,0.352941,9.09E-07,9.09E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1,0.7,10,100,6070
0.049995,0.049995,0.247059,0.352941,9.90E-08,9.90E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1,0.7,100,10,6071
0.049995,0.049995,0.247059,0.352941,9.90E-08,9.90E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1,0.7,100,100,6072
0.049995,0.049995,0.3,0.3,9.99E-06,9.99E-09,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1,1,0.001,10,6073
0.049995,0.049995,0.3,0.3,9.99E-06,9.99E-09,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1,1,0.001,100,6074
0.049995,0.049995,0.3,0.3,5.00E-06,5.00E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1,1,1,10,6075
0.049995,0.049995,0.3,0.3,5.00E-06,5.00E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1,1,1,100,6076
0.049995,0.049995,0.3,0.3,9.09E-07,9.09E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1,1,10,10,6077
0.049995,0.049995,0.3,0.3,9.09E-07,9.09E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1,1,10,100,6078
0.049995,0.049995,0.3,0.3,9.90E-08,9.90E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1,1,100,10,6079
0.049995,0.049995,0.3,0.3,9.90E-08,9.90E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1,1,100,100,6080
0.049995,0.049995,0.5,0.1,9.99E-06,9.99E-09,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1,5,0.001,10,6081
0.049995,0.049995,0.5,0.1,9.99E-06,9.99E-09,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1,5,0.001,100,6082
0.049995,0.049995,0.5,0.1,5.00E-06,5.00E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1,5,1,10,6083
0.049995,0.049995,0.5,0.1,5.00E-06,5.00E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1,5,1,100,6084
0.049995,0.049995,0.5,0.1,9.09E-07,9.09E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1,5,10,10,6085
0.049995,0.049995,0.5,0.1,9.09E-07,9.09E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1,5,10,100,6086
0.049995,0.049995,0.5,0.1,9.90E-08,9.90E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1,5,100,10,6087
0.049995,0.049995,0.5,0.1,9.90E-08,9.90E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1,5,100,100,6088
0.049995,0.049995,0.545455,0.054545,9.99E-06,9.99E-09,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1,10,0.001,10,6089
0.049995,0.049995,0.545455,0.054545,9.99E-06,9.99E-09,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1,10,0.001,100,6090
0.049995,0.049995,0.545455,0.054545,5.00E-06,5.00E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1,10,1,10,6091
0.049995,0.049995,0.545455,0.054545,5.00E-06,5.00E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1,10,1,100,6092
0.049995,0.049995,0.545455,0.054545,9.09E-07,9.09E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1,10,10,10,6093
0.049995,0.049995,0.545455,0.054545,9.09E-07,9.09E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1,10,10,100,6094
0.049995,0.049995,0.545455,0.054545,9.90E-08,9.90E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1,10,100,10,6095
0.049995,0.049995,0.545455,0.054545,9.90E-08,9.90E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1,10,100,100,6096
0.00099,0.099,0.000599,0.599401,9.99E-06,9.99E-09,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,100,0.001,0.001,10,6097
0.00099,0.099,0.000599,0.599401,9.99E-06,9.99E-09,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,100,0.001,0.001,100,6098
0.00099,0.099,0.000599,0.599401,5.00E-06,5.00E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,100,0.001,1,10,6099
0.00099,0.099,0.000599,0.599401,5.00E-06,5.00E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,100,0.001,1,100,6100
0.00099,0.099,0.000599,0.599401,9.09E-07,9.09E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,100,0.001,10,10,6101
0.00099,0.099,0.000599,0.599401,9.09E-07,9.09E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,100,0.001,10,100,6102
0.00099,0.099,0.000599,0.599401,9.90E-08,9.90E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,100,0.001,100,10,6103
0.00099,0.099,0.000599,0.599401,9.90E-08,9.90E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,100,0.001,100,100,6104
0.00099,0.099,0.054545,0.545455,9.99E-06,9.99E-09,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,100,0.1,0.001,10,6105
0.00099,0.099,0.054545,0.545455,9.99E-06,9.99E-09,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,100,0.1,0.001,100,6106
0.00099,0.099,0.054545,0.545455,5.00E-06,5.00E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,100,0.1,1,10,6107
0.00099,0.099,0.054545,0.545455,5.00E-06,5.00E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,100,0.1,1,100,6108
0.00099,0.099,0.054545,0.545455,9.09E-07,9.09E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,100,0.1,10,10,6109
0.00099,0.099,0.054545,0.545455,9.09E-07,9.09E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,100,0.1,10,100,6110
0.00099,0.099,0.054545,0.545455,9.90E-08,9.90E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,100,0.1,100,10,6111
0.00099,0.099,0.054545,0.545455,9.90E-08,9.90E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,100,0.1,100,100,6112
0.00099,0.099,0.138462,0.461538,9.99E-06,9.99E-09,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,100,0.3,0.001,10,6113
