H,N,C,O,P,S,Si,Ti,H+N,C+O,S+P,Si+Ti,H/N,C/O,S/P,Si/Ti,comp_number
0.791089,0.007911,9.99E-24,9.99E-21,0.1,0.1,0.000909,9.09E-05,0.799,1.00E-20,0.2,0.001,0.01,0.001,1,10,155
0.791089,0.007911,9.99E-24,9.99E-21,0.1,0.1,0.00099,9.90E-06,0.799,1.00E-20,0.2,0.001,0.01,0.001,1,100,156
0.791089,0.007911,9.99E-24,9.99E-21,0.018182,0.181818,0.000909,9.09E-05,0.799,1.00E-20,0.2,0.001,0.01,0.001,10,10,157
0.791089,0.007911,9.99E-24,9.99E-21,0.018182,0.181818,0.00099,9.90E-06,0.799,1.00E-20,0.2,0.001,0.01,0.001,10,100,158
0.791089,0.007911,9.99E-24,9.99E-21,0.00198,0.19802,0.000909,9.09E-05,0.799,1.00E-20,0.2,0.001,0.01,0.001,100,10,159
0.791089,0.007911,9.99E-24,9.99E-21,0.00198,0.19802,0.00099,9.90E-06,0.799,1.00E-20,0.2,0.001,0.01,0.001,100,100,160
0.3995,0.3995,9.99E-24,9.99E-21,0.1998,0.0002,0.000909,9.09E-05,0.799,1.00E-20,0.2,0.001,1,0.001,0.001,10,161
0.3995,0.3995,9.99E-24,9.99E-21,0.1998,0.0002,0.00099,9.90E-06,0.799,1.00E-20,0.2,0.001,1,0.001,0.001,100,162
0.3995,0.3995,9.99E-24,9.99E-21,0.1,0.1,0.000909,9.09E-05,0.799,1.00E-20,0.2,0.001,1,0.001,1,10,163
0.3995,0.3995,9.99E-24,9.99E-21,0.1,0.1,0.00099,9.90E-06,0.799,1.00E-20,0.2,0.001,1,0.001,1,100,164
0.3995,0.3995,9.99E-24,9.99E-21,0.018182,0.181818,0.000909,9.09E-05,0.799,1.00E-20,0.2,0.001,1,0.001,10,10,165
0.3995,0.3995,9.99E-24,9.99E-21,0.018182,0.181818,0.00099,9.90E-06,0.799,1.00E-20,0.2,0.001,1,0.001,10,100,166
0.3995,0.3995,9.99E-24,9.99E-21,0.00198,0.19802,0.000909,9.09E-05,0.799,1.00E-20,0.2,0.001,1,0.001,100,10,167
0.3995,0.3995,9.99E-24,9.99E-21,0.00198,0.19802,0.00099,9.90E-06,0.799,1.00E-20,0.2,0.001,1,0.001,100,100,168
0.007911,0.791089,9.99E-24,9.99E-21,0.1998,0.0002,0.000909,9.09E-05,0.799,1.00E-20,0.2,0.001,100,0.001,0.001,10,169
0.007911,0.791089,9.99E-24,9.99E-21,0.1998,0.0002,0.00099,9.90E-06,0.799,1.00E-20,0.2,0.001,100,0.001,0.001,100,170
0.007911,0.791089,9.99E-24,9.99E-21,0.1,0.1,0.000909,9.09E-05,0.799,1.00E-20,0.2,0.001,100,0.001,1,10,171
0.007911,0.791089,9.99E-24,9.99E-21,0.1,0.1,0.00099,9.90E-06,0.799,1.00E-20,0.2,0.001,100,0.001,1,100,172
0.007911,0.791089,9.99E-24,9.99E-21,0.018182,0.181818,0.000909,9.09E-05,0.799,1.00E-20,0.2,0.001,100,0.001,10,10,173
0.007911,0.791089,9.99E-24,9.99E-21,0.018182,0.181818,0.00099,9.90E-06,0.799,1.00E-20,0.2,0.001,100,0.001,10,100,174
0.007911,0.791089,9.99E-24,9.99E-21,0.00198,0.19802,0.000909,9.09E-05,0.799,1.00E-20,0.2,0.001,100,0.001,100,10,175
0.007911,0.791089,9.99E-24,9.99E-21,0.00198,0.19802,0.00099,9.90E-06,0.799,1.00E-20,0.2,0.001,100,0.001,100,100,176
7.99E-09,0.799,9.99E-24,9.99E-21,0.1998,0.0002,0.000909,9.09E-05,0.799,1.00E-20,0.2,0.001,1.00E+08,0.001,0.001,10,177
7.99E-09,0.799,9.99E-24,9.99E-21,0.1998,0.0002,0.00099,9.90E-06,0.799,1.00E-20,0.2,0.001,1.00E+08,0.001,0.001,100,178
7.99E-09,0.799,9.99E-24,9.99E-21,0.1,0.1,0.000909,9.09E-05,0.799,1.00E-20,0.2,0.001,1.00E+08,0.001,1,10,179
7.99E-09,0.799,9.99E-24,9.99E-21,0.1,0.1,0.00099,9.90E-06,0.799,1.00E-20,0.2,0.001,1.00E+08,0.001,1,100,180
7.99E-09,0.799,9.99E-24,9.99E-21,0.018182,0.181818,0.000909,9.09E-05,0.799,1.00E-20,0.2,0.001,1.00E+08,0.001,10,10,181
7.99E-09,0.799,9.99E-24,9.99E-21,0.018182,0.181818,0.00099,9.90E-06,0.799,1.00E-20,0.2,0.001,1.00E+08,0.001,10,100,182
7.99E-09,0.799,9.99E-24,9.99E-21,0.00198,0.19802,0.000909,9.09E-05,0.799,1.00E-20,0.2,0.001,1.00E+08,0.001,100,10,183
7.99E-09,0.799,9.99E-24,9.99E-21,0.00198,0.19802,0.00099,9.90E-06,0.799,1.00E-20,0.2,0.001,1.00E+08,0.001,100,100,184
0.49995,5.00E-05,9.99E-24,9.99E-21,0.1998,0.0002,0.272727,0.027273,0.5,1.00E-20,0.2,0.3,0.0001,0.001,0.001,10,185
0.49995,5.00E-05,9.99E-24,9.99E-21,0.1998,0.0002,0.29703,0.00297,0.5,1.00E-20,0.2,0.3,0.0001,0.001,0.001,100,186
0.49995,5.00E-05,9.99E-24,9.99E-21,0.1,0.1,0.272727,0.027273,0.5,1.00E-20,0.2,0.3,0.0001,0.001,1,10,187
0.49995,5.00E-05,9.99E-24,9.99E-21,0.1,0.1,0.29703,0.00297,0.5,1.00E-20,0.2,0.3,0.0001,0.001,1,100,188
0.49995,5.00E-05,9.99E-24,9.99E-21,0.018182,0.181818,0.272727,0.027273,0.5,1.00E-20,0.2,0.3,0.0001,0.001,10,10,189
0.49995,5.00E-05,9.99E-24,9.99E-21,0.018182,0.181818,0.29703,0.00297,0.5,1.00E-20,0.2,0.3,0.0001,0.001,10,100,190
0.49995,5.00E-05,9.99E-24,9.99E-21,0.00198,0.19802,0.272727,0.027273,0.5,1.00E-20,0.2,0.3,0.0001,0.001,100,10,191
0.49995,5.00E-05,9.99E-24,9.99E-21,0.00198,0.19802,0.29703,0.00297,0.5,1.00E-20,0.2,0.3,0.0001,0.001,100,100,192
0.49505,0.00495,9.99E-24,9.99E-21,0.1998,0.0002,0.272727,0.027273,0.5,1.00E-20,0.2,0.3,0.01,0.001,0.001,10,193
0.49505,0.00495,9.99E-24,9.99E-21,0.1998,0.0002,0.29703,0.00297,0.5,1.00E-20,0.2,0.3,0.01,0.001,0.001,100,194
0.49505,0.00495,9.99E-24,9.99E-21,0.1,0.1,0.272727,0.027273,0.5,1.00E-20,0.2,0.3,0.01,0.001,1,10,195
0.49505,0.00495,9.99E-24,9.99E-21,0.1,0.1,0.29703,0.00297,0.5,1.00E-20,0.2,0.3,0.01,0.001,1,100,196
0.49505,0.00495,9.99E-24,9.99E-21,0.018182,0.181818,0.272727,0.027273,0.5,1.00E-20,0.2,0.3,0.01,0.001,10,10,197
0.49505,0.00495,9.99E-24,9.99E-21,0.018182,0.181818,0.29703,0.00297,0.5,1.00E-20,0.2,0.3,0.01,0.001,10,100,198
0.49505,0.00495,9.99E-24,9.99E-21,0.00198,0.19802,0.272727,0.027273,0.5,1.00E-20,0.2,0.3,0.01,0.001,100,10,199
0.49505,0.00495,9.99E-24,9.99E-21,0.00198,0.19802,0.29703,0.00297,0.5,1.00E-20,0.2,0.3,0.01,0.001,100,100,200
0.25,0.25,9.99E-24,9.99E-21,0.1998,0.0002,0.272727,0.027273,0.5,1.00E-20,0.2,0.3,1,0.001,0.001,10,201
0.25,0.25,9.99E-24,9.99E-21,0.1998,0.0002,0.29703,0.00297,0.5,1.00E-20,0.2,0.3,1,0.001,0.001,100,202
0.25,0.25,9.99E-24,9.99E-21,0.1,0.1,0.272727,0.027273,0.5,1.00E-20,0.2,0.3,1,0.001,1,10,203
0.25,0.25,9.99E-24,9.99E-21,0.1,0.1,0.29703,0.00297,0.5,1.00E-20,0.2,0.3,1,0.001,1,100,204
0.25,0.25,9.99E-24,9.99E-21,0.018182,0.181818,0.272727,0.027273,0.5,1.00E-20,0.2,0.3,1,0.001,10,10,205
0.25,0.25,9.99E-24,9.99E-21,0.018182,0.181818,0.29703,0.00297,0.5,1.00E-20,0.2,0.3,1,0.001,10,100,206
0.25,0.25,9.99E-24,9.99E-21,0.00198,0.19802,0.272727,0.027273,0.5,1.00E-20,0.2,0.3,1,0.001,100,10,207
0.25,0.25,9.99E-24,9.99E-21,0.00198,0.19802,0.29703,0.00297,0.5,1.00E-20,0.2,0.3,1,0.001,100,100,208
0.00495,0.49505,9.99E-24,9.99E-21,0.1998,0.0002,0.272727,0.027273,0.5,1.00E-20,0.2,0.3,100,0.001,0.001,10,209
0.00495,0.49505,9.99E-24,9.99E-21,0.1998,0.0002,0.29703,0.00297,0.5,1.00E-20,0.2,0.3,100,0.001,0.001,100,210
0.00495,0.49505,9.99E-24,9.99E-21,0.1,0.1,0.272727,0.027273,0.5,1.00E-20,0.2,0.3,100,0.001,1,10,211
0.00495,0.49505,9.99E-24,9.99E-21,0.1,0.1,0.29703,0.00297,0.5,1.00E-20,0.2,0.3,100,0.001,1,100,212
0.00495,0.49505,9.99E-24,9.99E-21,0.018182,0.181818,0.272727,0.027273,0.5,1.00E-20,0.2,0.3,100,0.001,10,10,213
0.00495,0.49505,9.99E-24,9.99E-21,0.018182,0.181818,0.29703,0.00297,0.5,1.00E-20,0.2,0.3,100,0.001,10,100,214
0.00495,0.49505,9.99E-24,9.99E-21,0.00198,0.19802,0.272727,0.027273,0.5,1.00E-20,0.2,0.3,100,0.001,100,10,215
0.00495,0.49505,9.99E-24,9.99E-21,0.00198,0.19802,0.29703,0.00297,0.5,1.00E-20,0.2,0.3,100,0.001,100,100,216
5.00E-09,0.5,9.99E-24,9.99E-21,0.1998,0.0002,0.272727,0.027273,0.5,1.00E-20,0.2,0.3,1.00E+08,0.001,0.001,10,217
5.00E-09,0.5,9.99E-24,9.99E-21,0.1998,0.0002,0.29703,0.00297,0.5,1.00E-20,0.2,0.3,1.00E+08,0.001,0.001,100,218
5.00E-09,0.5,9.99E-24,9.99E-21,0.1,0.1,0.272727,0.027273,0.5,1.00E-20,0.2,0.3,1.00E+08,0.001,1,10,219
5.00E-09,0.5,9.99E-24,9.99E-21,0.1,0.1,0.29703,0.00297,0.5,1.00E-20,0.2,0.3,1.00E+08,0.001,1,100,220
5.00E-09,0.5,9.99E-24,9.99E-21,0.018182,0.181818,0.272727,0.027273,0.5,1.00E-20,0.2,0.3,1.00E+08,0.001,10,10,221
5.00E-09,0.5,9.99E-24,9.99E-21,0.018182,0.181818,0.29703,0.00297,0.5,1.00E-20,0.2,0.3,1.00E+08,0.001,10,100,222
5.00E-09,0.5,9.99E-24,9.99E-21,0.00198,0.19802,0.272727,0.027273,0.5,1.00E-20,0.2,0.3,1.00E+08,0.001,100,10,223
5.00E-09,0.5,9.99E-24,9.99E-21,0.00198,0.19802,0.29703,0.00297,0.5,1.00E-20,0.2,0.3,1.00E+08,0.001,100,100,224
0.39996,4.00E-05,9.99E-24,9.99E-21,0.599401,0.000599,9.09E-21,9.09E-22,0.4,1.00E-20,0.6,1.00E-20,1.00E-04,0.001,0.001,10,225
0.39996,4.00E-05,9.99E-24,9.99E-21,0.3,0.3,9.09E-21,9.09E-22,0.4,1.00E-20,0.6,1.00E-20,1.00E-04,0.001,1,10,226
0.39996,4.00E-05,9.99E-24,9.99E-21,0.054545,0.545455,9.09E-21,9.09E-22,0.4,1.00E-20,0.6,1.00E-20,1.00E-04,0.001,10,10,227
0.39996,4.00E-05,9.99E-24,9.99E-21,0.005941,0.594059,9.09E-21,9.09E-22,0.4,1.00E-20,0.6,1.00E-20,1.00E-04,0.001,100,10,228
0.39604,0.00396,9.99E-24,9.99E-21,0.599401,0.000599,9.09E-21,9.09E-22,0.4,1.00E-20,0.6,1.00E-20,0.01,0.001,0.001,10,229
0.39604,0.00396,9.99E-24,9.99E-21,0.3,0.3,9.09E-21,9.09E-22,0.4,1.00E-20,0.6,1.00E-20,0.01,0.001,1,10,230
0.39604,0.00396,9.99E-24,9.99E-21,0.054545,0.545455,9.09E-21,9.09E-22,0.4,1.00E-20,0.6,1.00E-20,0.01,0.001,10,10,231
0.39604,0.00396,9.99E-24,9.99E-21,0.005941,0.594059,9.09E-21,9.09E-22,0.4,1.00E-20,0.6,1.00E-20,0.01,0.001,100,10,232
0.2,0.2,9.99E-24,9.99E-21,0.599401,0.000599,9.09E-21,9.09E-22,0.4,1.00E-20,0.6,1.00E-20,1,0.001,0.001,10,233
0.2,0.2,9.99E-24,9.99E-21,0.3,0.3,9.09E-21,9.09E-22,0.4,1.00E-20,0.6,1.00E-20,1,0.001,1,10,234
0.2,0.2,9.99E-24,9.99E-21,0.054545,0.545455,9.09E-21,9.09E-22,0.4,1.00E-20,0.6,1.00E-20,1,0.001,10,10,235
0.2,0.2,9.99E-24,9.99E-21,0.005941,0.594059,9.09E-21,9.09E-22,0.4,1.00E-20,0.6,1.00E-20,1,0.001,100,10,236
0.00396,0.39604,9.99E-24,9.99E-21,0.599401,0.000599,9.09E-21,9.09E-22,0.4,1.00E-20,0.6,1.00E-20,100,0.001,0.001,10,237
0.00396,0.39604,9.99E-24,9.99E-21,0.3,0.3,9.09E-21,9.09E-22,0.4,1.00E-20,0.6,1.00E-20,100,0.001,1,10,238
0.00396,0.39604,9.99E-24,9.99E-21,0.054545,0.545455,9.09E-21,9.09E-22,0.4,1.00E-20,0.6,1.00E-20,100,0.001,10,10,239
0.00396,0.39604,9.99E-24,9.99E-21,0.005941,0.594059,9.09E-21,9.09E-22,0.4,1.00E-20,0.6,1.00E-20,100,0.001,100,10,240
4.00E-09,0.4,9.99E-24,9.99E-21,0.599401,0.000599,9.09E-21,9.09E-22,0.4,1.00E-20,0.6,1.00E-20,1.00E+08,0.001,0.001,10,241
4.00E-09,0.4,9.99E-24,9.99E-21,0.3,0.3,9.09E-21,9.09E-22,0.4,1.00E-20,0.6,1.00E-20,1.00E+08,0.001,1,10,242
4.00E-09,0.4,9.99E-24,9.99E-21,0.054545,0.545455,9.09E-21,9.09E-22,0.4,1.00E-20,0.6,1.00E-20,1.00E+08,0.001,10,10,243
4.00E-09,0.4,9.99E-24,9.99E-21,0.005941,0.594059,9.09E-21,9.09E-22,0.4,1.00E-20,0.6,1.00E-20,1.00E+08,0.001,100,10,244
0.39896,3.99E-05,9.99E-24,9.99E-21,0.599401,0.000599,0.000909,9.09E-05,0.399,1.00E-20,0.6,0.001,1.00E-04,0.001,0.001,10,245
0.39896,3.99E-05,9.99E-24,9.99E-21,0.599401,0.000599,0.00099,9.90E-06,0.399,1.00E-20,0.6,0.001,1.00E-04,0.001,0.001,100,246
0.39896,3.99E-05,9.99E-24,9.99E-21,0.3,0.3,0.000909,9.09E-05,0.399,1.00E-20,0.6,0.001,1.00E-04,0.001,1,10,247
0.39896,3.99E-05,9.99E-24,9.99E-21,0.3,0.3,0.00099,9.90E-06,0.399,1.00E-20,0.6,0.001,1.00E-04,0.001,1,100,248
0.39896,3.99E-05,9.99E-24,9.99E-21,0.054545,0.545455,0.000909,9.09E-05,0.399,1.00E-20,0.6,0.001,1.00E-04,0.001,10,10,249
0.39896,3.99E-05,9.99E-24,9.99E-21,0.054545,0.545455,0.00099,9.90E-06,0.399,1.00E-20,0.6,0.001,1.00E-04,0.001,10,100,250
0.39896,3.99E-05,9.99E-24,9.99E-21,0.005941,0.594059,0.000909,9.09E-05,0.399,1.00E-20,0.6,0.001,1.00E-04,0.001,100,10,251
0.39896,3.99E-05,9.99E-24,9.99E-21,0.005941,0.594059,0.00099,9.90E-06,0.399,1.00E-20,0.6,0.001,1.00E-04,0.001,100,100,252
0.39505,0.00395,9.99E-24,9.99E-21,0.599401,0.000599,0.000909,9.09E-05,0.399,1.00E-20,0.6,0.001,0.01,0.001,0.001,10,253
0.39505,0.00395,9.99E-24,9.99E-21,0.599401,0.000599,0.00099,9.90E-06,0.399,1.00E-20,0.6,0.001,0.01,0.001,0.001,100,254
0.39505,0.00395,9.99E-24,9.99E-21,0.3,0.3,0.000909,9.09E-05,0.399,1.00E-20,0.6,0.001,0.01,0.001,1,10,255
0.39505,0.00395,9.99E-24,9.99E-21,0.3,0.3,0.00099,9.90E-06,0.399,1.00E-20,0.6,0.001,0.01,0.001,1,100,256
0.39505,0.00395,9.99E-24,9.99E-21,0.054545,0.545455,0.000909,9.09E-05,0.399,1.00E-20,0.6,0.001,0.01,0.001,10,10,257
0.39505,0.00395,9.99E-24,9.99E-21,0.054545,0.545455,0.00099,9.90E-06,0.399,1.00E-20,0.6,0.001,0.01,0.001,10,100,258
0.39505,0.00395,9.99E-24,9.99E-21,0.005941,0.594059,0.000909,9.09E-05,0.399,1.00E-20,0.6,0.001,0.01,0.001,100,10,259
0.39505,0.00395,9.99E-24,9.99E-21,0.005941,0.594059,0.00099,9.90E-06,0.399,1.00E-20,0.6,0.001,0.01,0.001,100,100,260
0.1995,0.1995,9.99E-24,9.99E-21,0.599401,0.000599,0.000909,9.09E-05,0.399,1.00E-20,0.6,0.001,1,0.001,0.001,10,261
0.1995,0.1995,9.99E-24,9.99E-21,0.599401,0.000599,0.00099,9.90E-06,0.399,1.00E-20,0.6,0.001,1,0.001,0.001,100,262
0.1995,0.1995,9.99E-24,9.99E-21,0.3,0.3,0.000909,9.09E-05,0.399,1.00E-20,0.6,0.001,1,0.001,1,10,263
0.1995,0.1995,9.99E-24,9.99E-21,0.3,0.3,0.00099,9.90E-06,0.399,1.00E-20,0.6,0.001,1,0.001,1,100,264
0.1995,0.1995,9.99E-24,9.99E-21,0.054545,0.545455,0.000909,9.09E-05,0.399,1.00E-20,0.6,0.001,1,0.001,10,10,265
0.1995,0.1995,9.99E-24,9.99E-21,0.054545,0.545455,0.00099,9.90E-06,0.399,1.00E-20,0.6,0.001,1,0.001,10,100,266
0.1995,0.1995,9.99E-24,9.99E-21,0.005941,0.594059,0.000909,9.09E-05,0.399,1.00E-20,0.6,0.001,1,0.001,100,10,267
0.1995,0.1995,9.99E-24,9.99E-21,0.005941,0.594059,0.00099,9.90E-06,0.399,1.00E-20,0.6,0.001,1,0.001,100,100,268
0.00395,0.39505,9.99E-24,9.99E-21,0.599401,0.000599,0.000909,9.09E-05,0.399,1.00E-20,0.6,0.001,100,0.001,0.001,10,269
0.00395,0.39505,9.99E-24,9.99E-21,0.599401,0.000599,0.00099,9.90E-06,0.399,1.00E-20,0.6,0.001,100,0.001,0.001,100,270
0.00395,0.39505,9.99E-24,9.99E-21,0.3,0.3,0.000909,9.09E-05,0.399,1.00E-20,0.6,0.001,100,0.001,1,10,271
0.00395,0.39505,9.99E-24,9.99E-21,0.3,0.3,0.00099,9.90E-06,0.399,1.00E-20,0.6,0.001,100,0.001,1,100,272
0.00395,0.39505,9.99E-24,9.99E-21,0.054545,0.545455,0.000909,9.09E-05,0.399,1.00E-20,0.6,0.001,100,0.001,10,10,273
0.00395,0.39505,9.99E-24,9.99E-21,0.054545,0.545455,0.00099,9.90E-06,0.399,1.00E-20,0.6,0.001,100,0.001,10,100,274
0.00395,0.39505,9.99E-24,9.99E-21,0.005941,0.594059,0.000909,9.09E-05,0.399,1.00E-20,0.6,0.001,100,0.001,100,10,275
0.00395,0.39505,9.99E-24,9.99E-21,0.005941,0.594059,0.00099,9.90E-06,0.399,1.00E-20,0.6,0.001,100,0.001,100,100,276
3.99E-09,0.399,9.99E-24,9.99E-21,0.599401,0.000599,0.000909,9.09E-05,0.399,1.00E-20,0.6,0.001,1.00E+08,0.001,0.001,10,277
3.99E-09,0.399,9.99E-24,9.99E-21,0.599401,0.000599,0.00099,9.90E-06,0.399,1.00E-20,0.6,0.001,1.00E+08,0.001,0.001,100,278
3.99E-09,0.399,9.99E-24,9.99E-21,0.3,0.3,0.000909,9.09E-05,0.399,1.00E-20,0.6,0.001,1.00E+08,0.001,1,10,279
3.99E-09,0.399,9.99E-24,9.99E-21,0.3,0.3,0.00099,9.90E-06,0.399,1.00E-20,0.6,0.001,1.00E+08,0.001,1,100,280
3.99E-09,0.399,9.99E-24,9.99E-21,0.054545,0.545455,0.000909,9.09E-05,0.399,1.00E-20,0.6,0.001,1.00E+08,0.001,10,10,281
3.99E-09,0.399,9.99E-24,9.99E-21,0.054545,0.545455,0.00099,9.90E-06,0.399,1.00E-20,0.6,0.001,1.00E+08,0.001,10,100,282
3.99E-09,0.399,9.99E-24,9.99E-21,0.005941,0.594059,0.000909,9.09E-05,0.399,1.00E-20,0.6,0.001,1.00E+08,0.001,100,10,283
3.99E-09,0.399,9.99E-24,9.99E-21,0.005941,0.594059,0.00099,9.90E-06,0.399,1.00E-20,0.6,0.001,1.00E+08,0.001,100,100,284
0.09999,1.00E-05,9.99E-24,9.99E-21,0.599401,0.000599,0.272727,0.027273,0.1,1.00E-20,0.6,0.3,1.00E-04,0.001,0.001,10,285
0.09999,1.00E-05,9.99E-24,9.99E-21,0.599401,0.000599,0.29703,0.00297,0.1,1.00E-20,0.6,0.3,1.00E-04,0.001,0.001,100,286
0.09999,1.00E-05,9.99E-24,9.99E-21,0.3,0.3,0.272727,0.027273,0.1,1.00E-20,0.6,0.3,1.00E-04,0.001,1,10,287
0.09999,1.00E-05,9.99E-24,9.99E-21,0.3,0.3,0.29703,0.00297,0.1,1.00E-20,0.6,0.3,1.00E-04,0.001,1,100,288
0.09999,1.00E-05,9.99E-24,9.99E-21,0.054545,0.545455,0.272727,0.027273,0.1,1.00E-20,0.6,0.3,1.00E-04,0.001,10,10,289
0.09999,1.00E-05,9.99E-24,9.99E-21,0.054545,0.545455,0.29703,0.00297,0.1,1.00E-20,0.6,0.3,1.00E-04,0.001,10,100,290
0.09999,1.00E-05,9.99E-24,9.99E-21,0.005941,0.594059,0.272727,0.027273,0.1,1.00E-20,0.6,0.3,1.00E-04,0.001,100,10,291
0.09999,1.00E-05,9.99E-24,9.99E-21,0.005941,0.594059,0.29703,0.00297,0.1,1.00E-20,0.6,0.3,1.00E-04,0.001,100,100,292
0.09901,0.00099,9.99E-24,9.99E-21,0.599401,0.000599,0.272727,0.027273,0.1,1.00E-20,0.6,0.3,0.01,0.001,0.001,10,293
0.09901,0.00099,9.99E-24,9.99E-21,0.599401,0.000599,0.29703,0.00297,0.1,1.00E-20,0.6,0.3,0.01,0.001,0.001,100,294
0.09901,0.00099,9.99E-24,9.99E-21,0.3,0.3,0.272727,0.027273,0.1,1.00E-20,0.6,0.3,0.01,0.001,1,10,295
0.09901,0.00099,9.99E-24,9.99E-21,0.3,0.3,0.29703,0.00297,0.1,1.00E-20,0.6,0.3,0.01,0.001,1,100,296
0.09901,0.00099,9.99E-24,9.99E-21,0.054545,0.545455,0.272727,0.027273,0.1,1.00E-20,0.6,0.3,0.01,0.001,10,10,297
0.09901,0.00099,9.99E-24,9.99E-21,0.054545,0.545455,0.29703,0.00297,0.1,1.00E-20,0.6,0.3,0.01,0.001,10,100,298
0.09901,0.00099,9.99E-24,9.99E-21,0.005941,0.594059,0.272727,0.027273,0.1,1.00E-20,0.6,0.3,0.01,0.001,100,10,299
0.09901,0.00099,9.99E-24,9.99E-21,0.005941,0.594059,0.29703,0.00297,0.1,1.00E-20,0.6,0.3,0.01,0.001,100,100,300
0.05,0.05,9.99E-24,9.99E-21,0.599401,0.000599,0.272727,0.027273,0.1,1.00E-20,0.6,0.3,1,0.001,0.001,10,301
0.05,0.05,9.99E-24,9.99E-21,0.599401,0.000599,0.29703,0.00297,0.1,1.00E-20,0.6,0.3,1,0.001,0.001,100,302
0.05,0.05,9.99E-24,9.99E-21,0.3,0.3,0.272727,0.027273,0.1,1.00E-20,0.6,0.3,1,0.001,1,10,303
0.05,0.05,9.99E-24,9.99E-21,0.3,0.3,0.29703,0.00297,0.1,1.00E-20,0.6,0.3,1,0.001,1,100,304
0.05,0.05,9.99E-24,9.99E-21,0.054545,0.545455,0.272727,0.027273,0.1,1.00E-20,0.6,0.3,1,0.001,10,10,305
0.05,0.05,9.99E-24,9.99E-21,0.054545,0.545455,0.29703,0.00297,0.1,1.00E-20,0.6,0.3,1,0.001,10,100,306
0.05,0.05,9.99E-24,9.99E-21,0.005941,0.594059,0.272727,0.027273,0.1,1.00E-20,0.6,0.3,1,0.001,100,10,307
0.05,0.05,9.99E-24,9.99E-21,0.005941,0.594059,0.29703,0.00297,0.1,1.00E-20,0.6,0.3,1,0.001,100,100,308
0.00099,0.09901,9.99E-24,9.99E-21,0.599401,0.000599,0.272727,0.027273,0.1,1.00E-20,0.6,0.3,100,0.001,0.001,10,309
0.00099,0.09901,9.99E-24,9.99E-21,0.599401,0.000599,0.29703,0.00297,0.1,1.00E-20,0.6,0.3,100,0.001,0.001,100,310
0.00099,0.09901,9.99E-24,9.99E-21,0.3,0.3,0.272727,0.027273,0.1,1.00E-20,0.6,0.3,100,0.001,1,10,311
0.00099,0.09901,9.99E-24,9.99E-21,0.3,0.3,0.29703,0.00297,0.1,1.00E-20,0.6,0.3,100,0.001,1,100,312
0.00099,0.09901,9.99E-24,9.99E-21,0.054545,0.545455,0.272727,0.027273,0.1,1.00E-20,0.6,0.3,100,0.001,10,10,313
0.00099,0.09901,9.99E-24,9.99E-21,0.054545,0.545455,0.29703,0.00297,0.1,1.00E-20,0.6,0.3,100,0.001,10,100,314
0.00099,0.09901,9.99E-24,9.99E-21,0.005941,0.594059,0.272727,0.027273,0.1,1.00E-20,0.6,0.3,100,0.001,100,10,315
0.00099,0.09901,9.99E-24,9.99E-21,0.005941,0.594059,0.29703,0.00297,0.1,1.00E-20,0.6,0.3,100,0.001,100,100,316
1.00E-09,0.1,9.99E-24,9.99E-21,0.599401,0.000599,0.272727,0.027273,0.1,1.00E-20,0.6,0.3,1.00E+08,0.001,0.001,10,317
1.00E-09,0.1,9.99E-24,9.99E-21,0.599401,0.000599,0.29703,0.00297,0.1,1.00E-20,0.6,0.3,1.00E+08,0.001,0.001,100,318
1.00E-09,0.1,9.99E-24,9.99E-21,0.3,0.3,0.272727,0.027273,0.1,1.00E-20,0.6,0.3,1.00E+08,0.001,1,10,319
1.00E-09,0.1,9.99E-24,9.99E-21,0.3,0.3,0.29703,0.00297,0.1,1.00E-20,0.6,0.3,1.00E+08,0.001,1,100,320
1.00E-09,0.1,9.99E-24,9.99E-21,0.054545,0.545455,0.272727,0.027273,0.1,1.00E-20,0.6,0.3,1.00E+08,0.001,10,10,321
1.00E-09,0.1,9.99E-24,9.99E-21,0.054545,0.545455,0.29703,0.00297,0.1,1.00E-20,0.6,0.3,1.00E+08,0.001,10,100,322
1.00E-09,0.1,9.99E-24,9.99E-21,0.005941,0.594059,0.272727,0.027273,0.1,1.00E-20,0.6,0.3,1.00E+08,0.001,100,10,323
1.00E-09,0.1,9.99E-24,9.99E-21,0.005941,0.594059,0.29703,0.00297,0.1,1.00E-20,0.6,0.3,1.00E+08,0.001,100,100,324
1.00E-10,1.00E-14,9.99E-24,9.99E-21,0.999001,0.000999,9.09E-21,9.09E-22,1.00E-10,1.00E-20,1,1.00E-20,0.0001,0.001,0.001,10,325
1.00E-10,1.00E-14,9.99E-24,9.99E-21,0.5,0.5,9.09E-21,9.09E-22,1.00E-10,1.00E-20,1,1.00E-20,0.0001,0.001,1,10,326
1.00E-10,1.00E-14,9.99E-24,9.99E-21,0.090909,0.909091,9.09E-21,9.09E-22,1.00E-10,1.00E-20,1,1.00E-20,0.0001,0.001,10,10,327
1.00E-10,1.00E-14,9.99E-24,9.99E-21,0.009901,0.990099,9.09E-21,9.09E-22,1.00E-10,1.00E-20,1,1.00E-20,0.0001,0.001,100,10,328
9.90E-11,9.90E-13,9.99E-24,9.99E-21,0.999001,0.000999,9.09E-21,9.09E-22,1.00E-10,1.00E-20,1,1.00E-20,0.01,0.001,0.001,10,329
